Store_ID,Store_Name,Brand_Name,Store_Type,City,City_Tier,Product_Name,Category,Sub_Category,Product_Stage,Quantity_Available,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit_Margin,Average_Order_Value,Inventory_Turnover,Days_of_Stock,Customer_Segment,Sales_Channel,Payment_Method,Supplier,Supplier_Rating,Promotion_Type,Promotion_Impact,Max_Discount_Offered,Return_Rate,Return_Reason,Customer_Satisfaction,Online_Rating,Review_Count,Sales_Rep_Experience,Sales_Rep_Rating,Market_Share,Competition_Level,Competitor_Count,Brand_Loyalty,Brand_Awareness,Price_Competitiveness,Weather_Impact,Delivery_Time,Shipping_Cost,Month,Year,Quarter,Season
Bx_Mumbai_013,Brandx_India Fresh Mumbai,Brandx_India,Street Store,Mumbai,Metro,Toor Dal 1Kg,Groceries,Dal,Declining,179.0,85.0,171,120,14535.0,29.82,220,5.7,63,Budget,Brandx_India Social Commerce,Upi,Brandx_India Direct Import,Nan,Festival Offer,14.5,43,3.5,Damaged,3.9,4.4,15,9,4.9,18.9,Very High,17,80.2,85.8,Aggressive,Low,3.0,78.0,5,2022,Q2,Summer
Bx_Ahmedabad_013,Brandx_India Daily Ahmedabad,Brandx_India,Online Hub,Ahmedabad,Tier1,Olive Oil 500Ml,Groceries,Oil,Declining,78.0,42.0,437,332,18354.0,24.03,532,6.46,56,Mid-Range,Brandx_India Store,Card,Brandx_India Brand Partners,Nan,Bogo,34.3,25,0.4,Changed Mind,3.6,4.4,193,9,4.5,15.3,High,13,73.6,76.6,Competitive,Low,6.0,55.0,5,2022,Q2,Summer
Bx_Bangalore_099,Brandx_India Daily Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Green Tea 100G,Groceries,Tea,Growing,220.0,95.0,349,282,33155.0,19.2,361,5.18,69,Budget,Brandx_India Online,Credit,Brandx_India Direct Import,Nan,Clearance,25.6,30,4.8,Poor Quality,3.9,4.3,378,8,3.8,18.4,Very High,21,84.5,85.4,Aggressive,Low,2.0,101.0,5,2022,Q2,Summer
Bx_Chennai_008,Brandx_India Style Chennai,Brandx_India,Mall Store,Chennai,Metro,Zara Casual Shirt,Clothes,T-Shirts,Growing,134.0,49.0,2885,2204,141365.0,23.6,3092,4.39,82,Premium,Brandx_India Store,Card,Brandx_India Wholesale,Nan,Clearance,33.5,7,1.3,Changed Mind,4.1,4.7,463,1,4.2,14.5,High,20,90.7,88.6,Competitive,High,4.0,139.0,5,2022,Q2,Summer
Bx_Bangalore_085,Brandx_India Style Bangalore,Brandx_India,Mall Store,Bangalore,Metro,Levi'S 511 Jeans,Clothes,Jeans,Declining,137.0,42.0,3638,2912,152796.0,19.96,3949,3.68,98,Premium,Brandx_India Social Commerce,Credit,Brandx_India Brand Partners,Nan,Flash Sale,32.7,9,0.3,Poor Quality,4.4,4.8,324,6,4.2,19.4,Very High,21,96.1,89.7,Aggressive,High,2.0,97.0,5,2022,Q2,Summer
Bx_Jaipur_058,Brandx_India Comfort Jaipur,Brandx_India,Online Hub,Jaipur,Tier2,Aquaguard Crystal,Home Appliances,Water Purifiers,Discontinued,112.0,46.0,13016,10240,598736.0,21.33,15111,4.93,73,Budget,Brandx_India App,Card,Brandx_India Wholesale,Nan,Festival Offer,28.3,31,6.0,Wrong Size,3.8,4.5,335,2,4.8,3.2,Low,4,72.1,67.8,Standard,High,2.0,462.0,5,2022,Q2,Summer
Bx_Chennai_073,Brandx_India Digital Chennai,Brandx_India,Street Store,Chennai,Metro,Oneplus 11,Electronics,Smartphones,Discontinued,156.0,81.0,71396,57729,5783076.0,19.14,74430,6.23,58,Premium,Brandx_India Online,Wallet,Brandx_India Direct Import,Nan,Clearance,16.5,13,3.5,Changed Mind,4.3,4.8,197,2,4.0,22.4,Very High,24,99.1,87.3,Aggressive,Low,5.0,252.0,5,2022,Q2,Summer
Bx_Lucknow_093,Brandx_India Home Lucknow,Brandx_India,Flagship,Lucknow,Tier2,Bosch 6Kg Top Load,Home Appliances,Washing Machines,Declining,122.0,5.0,28886,24039,144430.0,16.78,33610,0.49,732,Premium,Brandx_India Phone Order,Upi,Brandx_India E-Commerce Hub,Nan,No Promotion,0.0,0,7.0,Poor Quality,3.9,4.7,112,5,4.7,5.2,Medium,8,86.9,64.0,Standard,High,7.0,282.0,5,2022,Q2,Summer
Bx_Delhi_054,Brandx_India Superstore Delhi,Brandx_India,Street Store,Delhi,Metro,Sunflower Oil 1L,Groceries,Oil,Declining,165.0,34.0,134,103,4556.0,23.13,162,2.47,146,Budget,Brandx_India Phone Order,Card,Brandx_India Wholesale,Nan,No Promotion,0.0,0,5.1,Wrong Size,4.2,4.2,209,10,4.2,18.4,High,17,76.3,88.8,Competitive,Low,4.0,127.0,5,2022,Q2,Summer
Bx_Mumbai_075,Brandx_India Style Mumbai,Brandx_India,Express,Mumbai,Metro,Zara Evening Dress,Clothes,Dresses,Growing,154.0,23.0,4472,3673,102856.0,17.87,6496,1.79,201,Mid-Range,Brandx_India App,Emi,Brandx_India Wholesale,Nan,Festival Offer,39.5,30,3.5,Changed Mind,4.1,4.1,246,5,4.7,13.6,Very High,21,79.6,85.8,Aggressive,High,3.0,67.0,5,2022,Q2,Summer
Bx_Mumbai_044,Brandx_India Mobile Mumbai,Brandx_India,Street Store,Mumbai,Metro,Anker Powercore,Gadgets,Power Banks,Mature,116.0,44.0,2401,1749,105644.0,27.16,2758,4.55,79,Luxury,Brandx_India Social Commerce,Emi,Brandx_India Wholesale,Nan,Clearance,23.1,16,6.9,Defective,4.2,3.9,469,2,4.1,15.1,High,25,80.1,85.7,Competitive,Low,3.0,107.0,5,2022,Q2,Summer
Bx_Delhi_048,Brandx_India Appliances Delhi,Brandx_India,Street Store,Delhi,Metro,Bosch 6Kg Top Load,Home Appliances,Washing Machines,Growing,228.0,29.0,27290,19163,791410.0,29.78,27577,1.53,236,Budget,Brandx_India Phone Order,Emi,Brandx_India Brand Partners,Nan,No Promotion,0.0,0,0.3,Changed Mind,4.2,4.7,480,7,4.6,15.2,High,16,82.6,85.8,Competitive,High,6.0,362.0,5,2022,Q2,Summer
Bx_Mumbai_055,Brandx_India Accessories Mumbai,Brandx_India,Express,Mumbai,Metro,Jbl Charge 5,Gadgets,Bluetooth Speakers,Mature,113.0,69.0,10959,8946,756171.0,18.37,16130,7.33,49,Mid-Range,Brandx_India Phone Order,Credit,Brandx_India Brand Partners,Nan,Discount,14.2,48,5.3,Defective,4.4,4.1,411,4,3.6,17.1,Very High,22,81.4,87.7,Aggressive,Low,4.0,136.0,5,2022,Q2,Summer
Bx_Ahmedabad_052,Brandx_India Fashion Ahmedabad,Brandx_India,Mall Store,Ahmedabad,Tier1,Pepe Jeans,Clothes,Jeans,New Launch,180.0,16.0,2702,1904,43232.0,29.53,3492,1.07,338,Mid-Range,Brandx_India App,Credit,Brandx_India Local Sourcing,Nan,Clearance,22.3,34,2.5,Poor Quality,4.1,4.9,324,3,3.5,17.6,High,15,67.8,79.5,Competitive,High,6.0,98.0,5,2022,Q2,Summer
Bx_Bangalore_048,Brandx_India Electronics Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Samsung Tab S8,Electronics,Tablets,Declining,210.0,41.0,60693,50412,2488413.0,16.94,77693,2.34,154,Luxury,Brandx_India Phone Order,Credit,Brandx_India E-Commerce Hub,Nan,Festival Offer,20.2,34,1.2,Defective,4.4,4.5,366,6,3.6,29.2,Very High,19,83.4,88.3,Aggressive,Low,6.0,296.0,5,2022,Q2,Summer
Bx_Mumbai_053,Brandx_India Express Mumbai,Brandx_India,Flagship,Mumbai,Metro,Brown Rice 1Kg,Groceries,Rice,Growing,254.0,65.0,201,141,13065.0,29.85,280,3.07,117,Luxury,Brandx_India Online,Card,Brandx_India Local Sourcing,Nan,Flash Sale,21.2,35,2.5,Wrong Size,4.1,4.5,250,9,4.7,19.1,High,17,75.4,84.7,Competitive,Low,7.0,95.0,5,2022,Q2,Summer
Bx_Bangalore_009,Brandx_India Connect Bangalore,Brandx_India,Mall Store,Bangalore,Metro,Playstation 5,Gadgets,Gaming Consoles,New Launch,192.0,17.0,52109,36724,885853.0,29.52,59735,1.06,339,Luxury,Brandx_India Social Commerce,Emi,Brandx_India E-Commerce Hub,Nan,Festival Offer,17.1,22,1.0,Damaged,3.9,4.9,204,6,3.7,18.2,High,24,78.3,88.6,Competitive,Low,5.0,117.0,5,2022,Q2,Summer
Bx_Mumbai_072,Brandx_India Style Mumbai,Brandx_India,Express,Mumbai,Metro,Levi'S 511 Jeans,Clothes,Jeans,Mature,172.0,51.0,4381,3433,223431.0,21.64,5781,3.56,101,Premium,Brandx_India Store,Credit,Brandx_India Local Sourcing,Nan,No Promotion,0.0,0,1.9,Poor Quality,4.3,3.9,187,3,3.5,14.3,High,18,93.0,82.6,Competitive,High,6.0,102.0,5,2022,Q2,Summer
Bx_Kanpur_047,Brandx_India Daily Kanpur,Brandx_India,Flagship,Kanpur,Tier2,Moong Dal 1Kg,Groceries,Dal,New Launch,242.0,50.0,131,98,6550.0,25.19,157,2.48,145,Budget,Brandx_India App,Cash,Brandx_India E-Commerce Hub,Nan,Discount,11.3,9,1.0,Damaged,3.9,4.3,176,8,4.0,9.1,Medium,5,67.2,60.7,Standard,Low,2.0,66.0,5,2022,Q2,Summer
Bx_Delhi_057,Brandx_India Express Delhi,Brandx_India,Mall Store,Delhi,Metro,Green Tea 100G,Groceries,Tea,Discontinued,163.0,51.0,440,311,22440.0,29.32,602,3.75,96,Mid-Range,Brandx_India Social Commerce,Wallet,Brandx_India E-Commerce Hub,Nan,Clearance,36.9,41,4.2,Damaged,3.8,4.4,105,4,4.1,19.2,Very High,19,77.0,80.2,Aggressive,Low,6.0,54.0,5,2022,Q2,Summer
Bx_Pune_032,Brandx_India Appliances Pune,Brandx_India,Flagship,Pune,Tier1,Blue Star 1 Ton,Home Appliances,Air Conditioners,Growing,35.0,5.0,39673,33431,198365.0,15.73,48323,1.71,210,Premium,Brandx_India Social Commerce,Card,Brandx_India E-Commerce Hub,Nan,Bogo,15.6,10,7.7,Changed Mind,4.4,4.0,94,8,4.7,19.9,Medium,13,91.8,77.6,Standard,High,1.0,730.0,5,2022,Q2,Summer
Bx_Jaipur_028,Brandx_India Daily Jaipur,Brandx_India,Mall Store,Jaipur,Tier2,White Sugar 1Kg,Groceries,Sugar,New Launch,183.0,84.0,48,39,4032.0,18.75,52,5.51,65,Budget,Brandx_India Store,Wallet,Brandx_India Direct Import,Nan,Clearance,13.9,43,3.6,Poor Quality,3.8,4.1,101,6,4.9,12.4,Low,4,74.5,67.8,Standard,Low,5.0,130.0,5,2022,Q2,Summer
Bx_Bangalore_097,Brandx_India Superstore Bangalore,Brandx_India,Mall Store,Bangalore,Metro,Brown Sugar 500G,Groceries,Sugar,Discontinued,98.0,47.0,95,70,4465.0,26.32,116,5.76,63,Budget,Brandx_India Store,Upi,Brandx_India Brand Partners,Nan,Bogo,36.5,43,6.5,Wrong Size,4.2,4.2,171,8,4.7,16.0,Very High,17,83.4,83.8,Aggressive,Low,4.0,115.0,5,2022,Q2,Summer
Bx_Bangalore_050,Brandx_India Trends Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Nike Jacket,Clothes,Jackets,Declining,70.0,51.0,7772,6079,396372.0,21.78,7970,8.74,41,Premium,Brandx_India Social Commerce,Emi,Brandx_India Wholesale,Nan,Festival Offer,25.8,40,4.6,Wrong Size,4.4,4.6,421,5,3.9,15.3,Very High,21,95.6,86.5,Aggressive,High,5.0,67.0,5,2022,Q2,Summer
Bx_Delhi_046,Brandx_India Mobile Delhi,Brandx_India,Flagship,Delhi,Metro,Samsung Galaxy Watch,Gadgets,Smart Watches,Declining,175.0,37.0,34696,27773,1283752.0,19.95,37664,2.54,142,Budget,Brandx_India App,Credit,Brandx_India Local Sourcing,Nan,Clearance,34.6,15,3.0,Wrong Size,3.9,4.9,212,10,4.8,15.7,High,15,84.4,84.9,Competitive,Low,6.0,100.0,5,2022,Q2,Summer
Bx_Surat_063,Brandx_India Tech Hub Surat,Brandx_India,Express,Surat,Tier2,Ipad Pro,Electronics,Tablets,Discontinued,79.0,20.0,66462,53319,1329240.0,19.78,95025,3.04,119,Budget,Brandx_India Online,Wallet,Brandx_India Brand Partners,Nan,Discount,34.2,25,6.5,Poor Quality,4.5,4.1,189,9,4.7,9.2,Medium,5,70.4,62.1,Standard,Low,3.0,285.0,5,2022,Q2,Summer
Bx_Chennai_042,Brandx_India Smart Chennai,Brandx_India,Express,Chennai,Metro,Bose Soundlink,Gadgets,Bluetooth Speakers,Growing,268.0,79.0,20804,16164,1643516.0,22.3,26279,3.54,102,Premium,Brandx_India App,Wallet,Brandx_India Local Sourcing,Nan,Flash Sale,27.7,32,6.8,Poor Quality,4.3,3.9,410,5,4.7,17.3,High,19,94.3,85.5,Competitive,Low,2.0,94.0,5,2022,Q2,Summer
Bx_Bangalore_047,Brandx_India Style Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Levi'S T-Shirt,Clothes,T-Shirts,Declining,209.0,30.0,2625,2091,78750.0,20.34,3026,1.72,209,Premium,Brandx_India Phone Order,Card,Brandx_India Local Sourcing,Nan,Clearance,13.3,24,1.4,Poor Quality,4.4,4.3,226,5,4.8,10.9,High,24,91.0,89.0,Competitive,High,4.0,71.0,5,2022,Q2,Summer
Bx_Bangalore_034,Brandx_India Fashion Bangalore,Brandx_India,Express,Bangalore,Metro,Zara Evening Dress,Clothes,Dresses,Discontinued,142.0,55.0,5818,4346,350176.0,25.3,8687,4.65,77,Premium,Brandx_India Online,Upi,Brandx_India Brand Partners,Nan,No Promotion,0.0,0,6.8,Defective,4.0,4.2,30,3,4.3,16.2,Very High,21,93.8,84.6,Aggressive,High,1.0,81.0,5,2022,Q2,Summer
Bx_Surat_028,Brandx_India Digital Surat,Brandx_India,Online Hub,Surat,Tier2,Samsung Tab S8,Electronics,Tablets,Mature,153.0,42.0,47977,39585,2015034.0,17.49,56358,3.29,109,Budget,Brandx_India Phone Order,Card,Brandx_India Brand Partners,Nan,Flash Sale,32.9,40,5.6,Wrong Size,3.9,4.9,479,1,3.9,9.3,Low,8,75.7,62.5,Standard,Low,3.0,171.0,5,2022,Q2,Summer
Bx_Delhi_024,Brandx_India Tech Hub Delhi,Brandx_India,Street Store,Delhi,Metro,Samsung Tab S8,Electronics,Tablets,New Launch,127.0,49.0,52680,43973,2581320.0,16.53,78567,4.63,78,Luxury,Brandx_India Social Commerce,Cash,Brandx_India E-Commerce Hub,Nan,Discount,33.7,19,1.7,Changed Mind,4.2,4.7,230,1,4.4,25.0,High,20,81.6,88.3,Competitive,Low,1.0,213.0,5,2022,Q2,Summer
Bx_Pune_068,Brandx_India Trends Pune,Brandx_India,Flagship,Pune,Tier1,Pepe Jeans,Clothes,Jeans,Declining,97.0,15.0,3093,2215,46395.0,28.39,3858,1.86,194,Budget,Brandx_India Phone Order,Cash,Brandx_India E-Commerce Hub,Nan,No Promotion,0.0,0,3.8,Poor Quality,4.0,4.0,386,1,4.6,12.9,High,9,74.3,73.4,Competitive,High,7.0,104.0,5,2022,Q2,Summer
Bx_Delhi_096,Brandx_India Tech Hub Delhi,Brandx_India,Online Hub,Delhi,Metro,Sony Wh-1000Xm5,Electronics,Headphones,Declining,73.0,15.0,34821,25949,522315.0,25.48,49622,2.47,146,Premium,Brandx_India Store,Emi,Brandx_India Local Sourcing,Nan,No Promotion,0.0,0,0.7,Changed Mind,4.1,4.7,246,9,4.7,20.5,High,19,98.7,81.8,Competitive,Low,3.0,237.0,5,2022,Q2,Summer
Bx_Ahmedabad_097,Brandx_India Apparel Ahmedabad,Brandx_India,Flagship,Ahmedabad,Tier1,Levi'S 511 Jeans,Clothes,Jeans,Growing,92.0,44.0,3301,2495,145244.0,24.42,4075,5.74,63,Mid-Range,Brandx_India App,Emi,Brandx_India Brand Partners,Nan,Festival Offer,34.9,31,1.8,Poor Quality,4.5,4.7,29,1,4.0,11.7,High,11,75.6,78.2,Competitive,High,4.0,99.0,5,2022,Q2,Summer
Bx_Bangalore_009,Brandx_India Digital Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Samsung Tab S8,Electronics,Tablets,Discontinued,198.0,35.0,44807,32687,1568245.0,27.05,59614,2.12,170,Premium,Brandx_India Online,Upi,Brandx_India Local Sourcing,Nan,Festival Offer,15.6,12,2.5,Wrong Size,4.9,4.9,200,10,4.5,24.7,Very High,22,97.5,87.8,Aggressive,Low,4.0,154.0,5,2022,Q2,Summer
Bx_Delhi_079,Brandx_India Tech Hub Delhi,Brandx_India,Express,Delhi,Metro,Dell Xps 13,Electronics,Laptops,Declining,135.0,25.0,119147,86727,2978675.0,27.21,135760,2.22,162,Luxury,Brandx_India Social Commerce,Credit,Brandx_India Direct Import,Nan,Bogo,36.9,44,4.9,Wrong Size,4.2,4.8,328,6,4.4,23.8,High,17,79.0,86.1,Competitive,Low,4.0,248.0,5,2022,Q2,Summer
Bx_Hyderabad_056,Brandx_India Express Hyderabad,Brandx_India,Express,Hyderabad,Metro,Tata Tea Premium,Groceries,Tea,New Launch,66.0,44.0,343,289,15092.0,15.74,356,8.0,45,Luxury,Brandx_India Store,Wallet,Brandx_India Wholesale,Nan,Discount,18.0,17,6.9,Damaged,3.7,4.7,231,1,4.8,17.0,High,21,84.9,89.0,Competitive,Low,7.0,83.0,5,2022,Q2,Summer
Bx_Hyderabad_093,Brandx_India Superstore Hyderabad,Brandx_India,Flagship,Hyderabad,Metro,Toor Dal 1Kg,Groceries,Dal,Growing,219.0,47.0,184,143,8648.0,22.28,184,2.58,140,Premium,Brandx_India Phone Order,Wallet,Brandx_India Local Sourcing,Nan,Discount,11.7,16,1.7,Wrong Size,4.3,3.9,387,1,4.1,17.5,Very High,23,93.2,86.9,Aggressive,Low,5.0,94.0,5,2022,Q2,Summer
Bx_Delhi_094,Brandx_India Gadget Zone Delhi,Brandx_India,Online Hub,Delhi,Metro,Ipad Pro,Electronics,Tablets,Growing,164.0,81.0,90413,66897,7323453.0,26.01,97255,5.93,61,Mid-Range,Brandx_India Phone Order,Upi,Brandx_India Brand Partners,Nan,Bogo,32.9,44,3.2,Defective,4.2,4.1,354,10,3.5,26.5,High,24,81.7,81.3,Competitive,Low,4.0,215.0,5,2022,Q2,Summer
Bx_Mumbai_098,Brandx_India Smart Mumbai,Brandx_India,Flagship,Mumbai,Metro,Xbox Series X,Gadgets,Gaming Consoles,Mature,196.0,79.0,59107,41709,4669453.0,29.43,80110,4.84,74,Premium,Brandx_India Online,Cash,Brandx_India Direct Import,Nan,No Promotion,0.0,0,2.8,Defective,3.9,4.9,342,10,3.6,13.8,Very High,19,97.6,87.6,Aggressive,Low,2.0,95.0,5,2022,Q2,Summer
Bx_Pune_040,Brandx_India Living Pune,Brandx_India,Express,Pune,Tier1,Daikin 1.5 Ton Split,Home Appliances,Air Conditioners,New Launch,39.0,17.0,36501,28189,620517.0,22.77,45979,5.23,69,Mid-Range,Brandx_India App,Emi,Brandx_India Wholesale,Nan,Flash Sale,38.7,11,4.7,Damaged,4.1,4.4,155,4,3.7,18.0,High,14,68.2,75.4,Competitive,High,6.0,215.0,5,2022,Q2,Summer
Bx_Chennai_097,Brandx_India Electronics Chennai,Brandx_India,Street Store,Chennai,Metro,Airpods Pro,Electronics,Headphones,New Launch,165.0,42.0,24325,18235,1021650.0,25.04,29565,3.05,118,Luxury,Brandx_India Online,Cash,Brandx_India Brand Partners,Nan,Festival Offer,30.7,10,5.3,Wrong Size,4.4,4.6,333,7,4.0,23.4,High,19,83.8,89.0,Competitive,Low,3.0,186.0,5,2022,Q2,Summer
Bx_Delhi_049,Brandx_India Appliances Delhi,Brandx_India,Express,Delhi,Metro,Ifb 7Kg Front Load,Home Appliances,Washing Machines,Growing,163.0,29.0,35974,26088,1043246.0,27.48,47088,2.13,169,Premium,Brandx_India Store,Card,Brandx_India E-Commerce Hub,Nan,Flash Sale,12.8,48,5.2,Wrong Size,4.6,4.4,69,5,3.7,19.6,High,16,98.7,87.2,Competitive,High,3.0,596.0,5,2022,Q2,Summer
Bx_Pune_045,Brandx_India Fresh Pune,Brandx_India,Express,Pune,Tier1,Green Tea 100G,Groceries,Tea,Discontinued,168.0,78.0,391,328,30498.0,16.11,574,5.57,65,Budget,Brandx_India App,Upi,Brandx_India Wholesale,Nan,No Promotion,0.0,0,3.9,Wrong Size,4.0,3.9,439,2,4.3,10.3,Medium,12,75.0,79.7,Standard,Low,2.0,96.0,5,2022,Q2,Summer
Bx_Ahmedabad_042,Brandx_India Apparel Ahmedabad,Brandx_India,Online Hub,Ahmedabad,Tier1,Zara Evening Dress,Clothes,Dresses,Mature,163.0,47.0,5742,4759,269874.0,17.12,8346,3.46,104,Luxury,Brandx_India Social Commerce,Upi,Brandx_India Direct Import,Nan,Festival Offer,11.4,40,6.0,Changed Mind,4.1,4.2,39,7,4.7,17.6,Medium,15,74.7,77.0,Standard,High,2.0,69.0,5,2022,Q2,Summer
Bx_Mumbai_098,Brandx_India Electronics Mumbai,Brandx_India,Mall Store,Mumbai,Metro,Ipad Pro,Electronics,Tablets,Growing,143.0,68.0,72021,51854,4897428.0,28.0,93303,5.71,63,Mid-Range,Brandx_India Social Commerce,Cash,Brandx_India Brand Partners,Nan,Clearance,13.2,15,1.1,Poor Quality,4.8,4.7,313,1,4.5,28.8,High,15,80.5,88.9,Competitive,Low,4.0,123.0,5,2022,Q2,Summer
Bx_Kanpur_050,Brandx_India Style Kanpur,Brandx_India,Online Hub,Kanpur,Tier2,Nike Jacket,Clothes,Jackets,Mature,48.0,23.0,3629,2930,83467.0,19.26,4643,5.75,63,Luxury,Brandx_India App,Emi,Brandx_India Brand Partners,Nan,Festival Offer,16.6,35,1.6,Poor Quality,4.5,5.0,347,4,4.5,7.0,Low,7,72.4,62.0,Standard,High,3.0,53.0,5,2022,Q2,Summer
Bx_Delhi_021,Brandx_India Style Delhi,Brandx_India,Express,Delhi,Metro,Zara Evening Dress,Clothes,Dresses,Mature,148.0,18.0,4505,3635,81090.0,19.31,5733,1.46,247,Mid-Range,Brandx_India App,Cash,Brandx_India Direct Import,Nan,Bogo,22.4,38,7.6,Poor Quality,3.9,4.6,311,4,3.7,14.2,Very High,20,75.2,82.6,Aggressive,High,5.0,111.0,5,2022,Q2,Summer
Bx_Bangalore_037,Brandx_India Accessories Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Anker Powercore,Gadgets,Power Banks,Declining,240.0,85.0,4542,3422,386070.0,24.66,6315,4.25,85,Mid-Range,Brandx_India App,Upi,Brandx_India Local Sourcing,Nan,Bogo,19.9,28,6.0,Poor Quality,4.1,4.2,231,1,4.5,15.1,High,23,82.2,88.8,Competitive,Low,4.0,100.0,5,2022,Q2,Summer
Bx_Bangalore_027,Brandx_India Digital Bangalore,Brandx_India,Flagship,Bangalore,Metro,Airpods Pro,Electronics,Headphones,Growing,112.0,56.0,24344,20029,1363264.0,17.73,32228,6.0,60,Luxury,Brandx_India App,Upi,Brandx_India Brand Partners,Nan,Flash Sale,32.1,35,0.3,Wrong Size,4.2,4.1,478,3,4.4,24.1,High,15,84.2,85.7,Competitive,Low,7.0,218.0,5,2022,Q2,Summer
Bx_Mumbai_007,Brandx_India Fresh Mumbai,Brandx_India,Street Store,Mumbai,Metro,Sunflower Oil 1L,Groceries,Oil,Mature,123.0,83.0,193,151,16019.0,21.76,239,8.1,44,Budget,Brandx_India Store,Upi,Brandx_India Wholesale,Nan,Bogo,27.9,47,4.1,Wrong Size,4.0,4.2,317,10,4.6,13.1,High,21,82.6,86.8,Competitive,Low,3.0,131.0,5,2022,Q2,Summer
Bx_Jaipur_005,Brandx_India Style Jaipur,Brandx_India,Flagship,Jaipur,Tier2,Adidas Ultraboost,Clothes,Shoes,Growing,206.0,50.0,8558,7048,427900.0,17.64,11877,2.91,124,Luxury,Brandx_India Store,Wallet,Brandx_India E-Commerce Hub,Nan,Bogo,24.5,50,3.2,Changed Mind,4.3,4.6,120,2,3.6,12.2,Medium,8,75.7,66.1,Standard,High,2.0,128.0,5,2022,Q2,Summer
Bx_Nagpur_074,Brandx_India Electronics Nagpur,Brandx_India,Express,Nagpur,Tier2,Samsung Tab S8,Electronics,Tablets,Mature,82.0,13.0,47558,37118,618254.0,21.95,55780,1.9,189,Luxury,Brandx_India Online,Wallet,Brandx_India Local Sourcing,Nan,Bogo,19.7,35,0.0,No Return,4.6,4.9,467,6,4.8,7.1,Medium,7,69.1,63.5,Standard,Low,7.0,263.0,5,2022,Q2,Summer
Bx_Surat_021,Brandx_India Fashion Surat,Brandx_India,Flagship,Delhi,Tier2,Forever 21 Dress,Clothes,Dresses,New Launch,132.0,30.0,2374,1997,71220.0,15.88,3517,2.73,132,Budget,Brandx_India App,Credit,Brandx_India Wholesale,Nan,Bogo,14.7,36,0.0,No Return,4.0,4.4,332,5,4.5,4.0,Low,3,75.4,65.1,Standard,High,1.0,126.0,5,2022,Q2,Summer
Bx_Delhi_026,Brandx_India Tech Hub Delhi,Brandx_India,Online Hub,Delhi,Metro,Dell Xps 13,Electronics,Laptops,Mature,240.0,63.0,113368,88617,7142184.0,21.83,155288,3.15,114,Budget,Brandx_India Phone Order,Wallet,Brandx_India Local Sourcing,Nan,Festival Offer,35.9,31,7.5,Damaged,4.7,4.3,17,4,4.3,29.5,High,24,78.7,84.1,Competitive,Low,5.0,286.0,5,2022,Q2,Summer
Bx_Mumbai_055,Brandx_India Apparel Mumbai,Brandx_India,Flagship,Mumbai,Metro,Nike Jacket,Clothes,Jackets,Mature,121.0,33.0,6543,4954,215919.0,24.29,8019,3.27,110,Mid-Range,Brandx_India Phone Order,Upi,Brandx_India Local Sourcing,Nan,Clearance,15.1,5,4.6,Wrong Size,4.2,4.8,393,4,3.8,16.8,Very High,15,78.0,83.4,Aggressive,High,1.0,60.0,5,2022,Q2,Summer
Bx_Chennai_099,Brandx_India Mobile Chennai,Brandx_India,Express,Chennai,Metro,Nike Air Max,Gadgets,Bluetooth Speakers,Declining,189.0,47.0,9332,6715,438604.0,28.04,10364,2.98,121,Mid-Range,Brandx_India Store,Card,Brandx_India Wholesale,Nan,Clearance,29.8,9,0.1,Poor Quality,4.2,4.8,425,5,5.0,17.0,Very High,16,79.1,87.5,Aggressive,Low,5.0,107.0,5,2022,Q2,Summer
Bx_Surat_020,Brandx_India Apparel Surat,Brandx_India,Mall Store,Surat,Tier2,H&M Cotton Tee,Clothes,T-Shirts,Discontinued,61.0,28.0,951,707,26628.0,25.66,1118,5.51,65,Premium,Brandx_India App,Emi,Brandx_India Direct Import,Nan,Festival Offer,15.8,39,7.8,Defective,3.9,3.8,474,6,3.9,12.9,Medium,4,85.2,67.6,Standard,High,4.0,92.0,5,2022,Q2,Summer
Bx_Hyderabad_060,Brandx_India Fashion Hyderabad,Brandx_India,Flagship,Hyderabad,Metro,Zara Casual Shirt,Clothes,T-Shirts,Discontinued,88.0,51.0,2730,2255,139230.0,17.4,3971,6.95,52,Mid-Range,Brandx_India Online,Card,Brandx_India Direct Import,Nan,Discount,20.5,17,5.2,Poor Quality,4.4,4.3,190,5,3.7,11.2,Very High,23,75.8,84.2,Aggressive,High,6.0,120.0,5,2022,Q2,Summer
Bx_Chennai_044,Brandx_India Fashion Chennai,Brandx_India,Mall Store,Chennai,Metro,Nike Jacket,Clothes,Jackets,New Launch,30.0,8.0,8116,5970,64928.0,26.44,10659,3.2,113,Budget,Brandx_India Social Commerce,Card,Brandx_India Direct Import,Nan,Discount,25.6,16,3.1,Damaged,4.5,4.1,50,4,4.6,12.1,High,16,82.9,82.4,Competitive,High,5.0,65.0,5,2022,Q2,Summer
